,in,out,fee
26584,2023-03-15 07:38:52,2023-03-15 07:45:50,77
26585,2023-03-15 07:40:42,2023-03-15 08:07:26,154
26586,2023-03-15 07:45:00,2023-03-15 07:50:37,77
26587,2023-03-15 08:01:20,2023-03-15 08:05:43,77
26588,2023-03-15 08:21:22,2023-03-15 08:31:06,77
26589,2023-03-15 08:31:11,2023-03-15 08:34:28,77
26590,2023-03-15 08:34:55,2023-03-15 08:44:26,77
26591,2023-03-15 08:40:16,2023-03-15 08:48:44,77
26592,2023-03-15 09:00:01,2023-03-15 09:09:46,77
26593,2023-03-15 09:00:33,2023-03-15 09:09:27,77
26594,2023-03-15 09:27:40,2023-03-15 09:35:53,77
26595,2023-03-15 10:10:55,2023-03-15 10:22:29,77
26596,2023-03-15 10:10:56,2023-03-15 10:42:17,231
26597,2023-03-15 10:26:53,2023-03-15 10:31:29,77
26598,2023-03-15 10:32:41,2023-03-15 10:54:51,154
26599,2023-03-15 10:58:27,2023-03-15 11:05:08,77
26600,2023-03-15 11:54:27,2023-03-15 11:58:26,77
26601,2023-03-15 12:26:47,2023-03-15 12:59:39,231
26602,2023-03-15 12:35:21,2023-03-15 12:45:17,77
26603,2023-03-15 12:53:01,2023-03-15 13:01:11,77
26604,2023-03-15 13:08:44,2023-03-15 13:21:34,77
26605,2023-03-15 13:19:37,2023-03-15 14:44:04,462
26606,2023-03-15 13:21:34,2023-03-15 13:30:58,77
26607,2023-03-15 13:27:26,2023-03-15 14:21:33,308
26608,2023-03-15 13:40:47,2023-03-15 14:25:32,231
26609,2023-03-15 13:42:12,2023-03-15 13:52:04,77
26610,2023-03-15 13:55:12,2023-03-15 14:20:15,154
26611,2023-03-15 13:55:13,2023-03-15 14:00:42,77
26612,2023-03-15 14:01:03,2023-03-15 14:20:27,154
26613,2023-03-15 14:10:34,2023-03-15 14:20:52,77
26614,2023-03-15 14:13:47,2023-03-15 14:21:58,77
26615,2023-03-15 14:21:26,2023-03-15 14:33:24,77
26616,2023-03-15 14:23:02,2023-03-15 14:23:15,77
26617,2023-03-15 14:24:15,2023-03-15 14:32:05,77
26618,2023-03-15 14:41:25,2023-03-15 14:56:40,154
26619,2023-03-15 14:48:29,2023-03-15 16:33:34,616
26620,2023-03-15 14:48:38,2023-03-15 16:33:32,539
26621,2023-03-15 14:49:44,2023-03-15 14:53:12,77
26622,2023-03-15 15:40:44,2023-03-15 15:46:16,77
26623,2023-03-15 15:57:50,2023-03-15 16:06:09,77
26624,2023-03-15 16:31:49,2023-03-15 16:45:24,77
26625,2023-03-15 17:41:26,2023-03-15 17:52:25,77
26626,2023-03-15 17:52:41,2023-03-15 18:05:58,77
26627,2023-03-15 18:14:40,2023-03-15 18:39:23,154
26628,2023-03-15 18:17:06,2023-03-15 18:30:05,77
26629,2023-03-15 18:27:01,2023-03-15 18:44:17,154
26630,2023-03-15 18:50:56,2023-03-15 19:04:01,77
26631,2023-03-15 18:55:16,2023-03-15 19:35:23,231
26632,2023-03-15 18:55:42,2023-03-15 19:12:54,154
26633,2023-03-15 19:04:11,2023-03-15 19:26:44,154
26634,2023-03-15 19:29:21,2023-03-15 19:37:36,77
26635,2023-03-15 19:49:04,2023-03-15 20:08:36,154
26636,2023-03-15 19:58:15,2023-03-15 20:08:40,77
26637,2023-03-15 19:59:35,2023-03-15 20:09:39,77
26638,2023-03-15 20:04:39,2023-03-15 20:19:17,77
26639,2023-03-15 20:05:21,2023-03-15 20:17:25,77
26640,2023-03-15 20:18:53,2023-03-15 20:29:58,77
26641,2023-03-15 20:54:23,2023-03-15 21:02:52,77
26642,2023-03-15 20:55:29,2023-03-15 21:06:21,77
26643,2023-03-15 21:54:27,2023-03-15 22:01:03,77
26644,2023-03-15 22:04:44,2023-03-15 22:13:41,77
26645,2023-03-15 22:06:21,2023-03-15 22:20:50,77
26646,2023-03-15 22:10:25,2023-03-15 22:27:08,154
26647,2023-03-15 22:37:43,2023-03-15 22:46:16,77
26648,2023-03-15 22:52:01,2023-03-15 22:57:44,77
26649,2023-03-16 00:23:01,2023-03-16 00:31:27,77
26650,2023-03-16 04:32:47,2023-03-16 04:44:28,77
26651,2023-03-16 05:59:29,2023-03-16 06:05:10,77
26652,2023-03-16 06:53:43,2023-03-16 06:59:04,77
26653,2023-03-16 07:33:59,2023-03-16 07:43:19,77
26654,2023-03-16 07:39:21,2023-03-16 07:44:16,77
26655,2023-03-16 07:45:03,2023-03-16 07:50:32,77
26656,2023-03-16 07:51:34,2023-03-16 08:07:25,154
26657,2023-03-16 08:05:09,2023-03-16 08:11:29,77
26658,2023-03-16 08:16:26,2023-03-16 08:24:59,77
26659,2023-03-16 09:19:44,2023-03-16 09:29:32,77
26660,2023-03-16 10:18:52,2023-03-16 10:40:46,154
26661,2023-03-16 10:51:02,2023-03-16 11:08:08,154
26662,2023-03-16 11:00:28,2023-03-16 11:49:47,308
26663,2023-03-16 11:28:00,2023-03-16 13:57:10,770
26664,2023-03-16 11:32:01,2023-03-16 11:42:11,77
26665,2023-03-16 12:12:54,2023-03-16 12:50:19,231
26666,2023-03-16 12:13:58,2023-03-16 17:36:03,1500
26667,2023-03-16 12:31:50,2023-03-16 14:16:30,539
26668,2023-03-16 14:42:06,2023-03-16 14:57:18,154
26669,2023-03-16 15:08:36,2023-03-16 15:28:53,154
26670,2023-03-16 15:26:42,2023-03-16 16:05:29,231
26671,2023-03-16 15:35:27,2023-03-17 09:02:05,3462
26672,2023-03-16 15:43:00,2023-03-16 16:11:04,154
26673,2023-03-16 16:26:19,2023-03-16 16:47:11,154
26674,2023-03-16 16:40:47,2023-03-16 16:48:03,77
26675,2023-03-16 16:46:29,2023-03-16 17:21:47,231
26676,2023-03-16 17:20:18,2023-03-16 17:30:32,77
26677,2023-03-16 18:02:32,2023-03-16 18:15:16,77
26678,2023-03-16 18:21:50,2023-03-16 18:32:18,77
26679,2023-03-16 18:32:20,2023-03-16 18:44:09,77
26680,2023-03-16 19:21:12,2023-03-16 19:29:30,77
26681,2023-03-16 20:01:56,2023-03-16 20:15:11,77
26682,2023-03-16 20:12:17,2023-03-16 20:22:44,77
26683,2023-03-16 20:27:45,2023-03-16 22:27:34,616
26684,2023-03-16 21:45:24,2023-03-16 21:52:28,77
26685,2023-03-16 21:46:41,2023-03-16 21:58:05,77
26686,2023-03-16 22:13:20,2023-03-16 22:27:26,77
26687,2023-03-16 23:10:17,2023-03-16 23:19:11,77
26688,2023-03-16 23:25:30,2023-03-16 23:34:26,77
26689,2023-03-17 00:16:09,2023-03-17 00:25:15,77
26690,2023-03-17 04:28:43,2023-03-17 04:35:06,77
26691,2023-03-17 06:05:41,2023-03-17 06:20:43,154
26692,2023-03-17 06:46:31,2023-03-17 09:13:54,770
26693,2023-03-17 07:37:04,2023-03-17 07:46:24,77
26694,2023-03-17 07:43:01,2023-03-17 07:49:07,77
26695,2023-03-17 08:30:46,2023-03-17 08:33:37,77
26696,2023-03-17 08:33:13,2023-03-17 08:48:02,77
26697,2023-03-17 08:36:24,2023-03-17 08:45:38,77
26698,2023-03-17 08:40:16,2023-03-17 09:09:42,154
26699,2023-03-17 09:16:04,2023-03-17 09:27:45,77
26700,2023-03-17 09:18:23,2023-03-17 09:38:49,154
26701,2023-03-17 09:24:09,2023-03-17 13:27:15,1309
26702,2023-03-17 09:43:34,2023-03-17 10:00:14,154
26703,2023-03-17 10:41:16,2023-03-17 10:50:41,77
26704,2023-03-17 11:01:46,2023-03-17 11:17:12,154
26705,2023-03-17 11:48:25,2023-03-17 11:58:54,77
26706,2023-03-17 11:49:44,2023-03-17 11:57:33,77
26707,2023-03-17 11:54:23,2023-03-17 12:07:51,77
26708,2023-03-17 12:07:34,2023-03-17 12:30:37,154
26709,2023-03-17 12:12:39,2023-03-17 12:35:50,154
26710,2023-03-17 12:29:20,2023-03-17 12:43:18,77
26711,2023-03-17 12:31:21,2023-03-17 14:39:50,693
26712,2023-03-17 12:44:04,2023-03-17 12:53:36,77
26713,2023-03-17 12:51:40,2023-03-17 12:55:00,77
26714,2023-03-17 13:06:56,2023-03-17 13:20:19,77
26715,2023-03-17 13:13:25,2023-03-17 13:33:09,154
26716,2023-03-17 13:17:46,2023-03-17 13:31:30,77
26717,2023-03-17 13:22:47,2023-03-17 13:23:13,77
26718,2023-03-17 13:36:47,2023-03-17 13:46:28,77
26719,2023-03-17 13:45:30,2023-03-17 13:49:20,77
26720,2023-03-17 14:11:01,2023-03-17 14:23:59,77
26721,2023-03-17 14:17:35,2023-03-17 14:30:02,77
26722,2023-03-17 14:28:14,2023-03-17 14:37:34,77
26723,2023-03-17 14:37:55,2023-03-17 14:50:23,77
26724,2023-03-17 14:58:06,2023-03-17 16:28:56,539
26725,2023-03-17 15:00:11,2023-03-17 15:11:57,77
26726,2023-03-17 15:25:07,2023-03-17 15:32:40,77
26727,2023-03-17 15:26:47,2023-03-17 15:34:25,77
26728,2023-03-17 15:30:05,2023-03-17 15:45:46,154
26729,2023-03-17 15:57:16,2023-03-17 17:34:25,539
26730,2023-03-17 16:40:37,2023-03-17 17:57:44,462
26731,2023-03-17 16:57:07,2023-03-17 17:10:04,77
26732,2023-03-17 17:02:27,2023-03-17 17:12:54,77
26733,2023-03-17 17:37:04,2023-03-17 17:48:15,77
26734,2023-03-17 18:08:40,2023-03-17 18:22:05,77
26735,2023-03-17 18:15:29,2023-03-17 18:25:58,77
26736,2023-03-17 18:21:33,2023-03-17 18:30:25,77
26737,2023-03-17 18:31:55,2023-03-17 18:39:23,77
26738,2023-03-17 18:35:07,2023-03-17 18:48:48,77
26739,2023-03-17 18:54:17,2023-03-17 18:59:10,77
26740,2023-03-17 19:24:50,2023-03-17 19:31:34,77
26741,2023-03-17 19:25:19,2023-03-17 19:35:40,77
26742,2023-03-17 19:31:59,2023-03-17 19:38:55,77
26743,2023-03-17 20:31:04,2023-03-17 20:42:05,77
26744,2023-03-17 20:59:46,2023-03-17 21:02:20,77
26745,2023-03-18 00:48:26,2023-03-18 01:13:17,154
26746,2023-03-18 03:03:00,2023-03-18 03:14:50,77
26747,2023-03-18 08:38:09,2023-03-18 08:46:42,77
26748,2023-03-18 10:27:06,2023-03-18 10:39:44,77
26749,2023-03-18 17:52:00,2023-03-18 18:02:47,77
26750,2023-03-18 19:21:05,2023-03-18 19:30:21,77
26751,2023-03-18 19:56:16,2023-03-18 20:09:47,77
26752,2023-03-18 20:13:19,2023-03-18 20:20:56,77
26753,2023-03-18 21:07:35,2023-03-18 21:16:10,77
26754,2023-03-18 21:35:56,2023-03-18 21:45:04,77
26755,2023-03-18 21:58:37,2023-03-18 22:08:02,77
26756,2023-03-18 22:26:04,2023-03-18 22:35:01,77
26757,2023-03-18 22:33:16,2023-03-18 22:49:02,154
26758,2023-03-18 22:37:48,2023-03-18 22:45:10,77
26759,2023-03-18 22:40:09,2023-03-18 23:16:07,231
26760,2023-03-18 22:46:40,2023-03-18 22:54:34,77
26761,2023-03-18 22:52:46,2023-03-18 23:11:11,154
26762,2023-03-18 22:54:32,2023-03-18 23:07:40,77
26763,2023-03-18 23:08:21,2023-03-18 23:15:01,77
26764,2023-03-18 23:24:14,2023-03-18 23:48:32,154
26765,2023-03-18 23:50:03,2023-03-19 00:00:10,77
26766,2023-03-18 23:57:32,2023-03-19 00:06:31,77
26767,2023-03-19 00:08:53,2023-03-19 00:15:21,77
26768,2023-03-19 05:19:22,2023-03-19 05:28:25,77
26769,2023-03-19 06:04:06,2023-03-19 06:12:57,77
26770,2023-03-19 06:36:16,2023-03-19 06:44:13,77
26771,2023-03-19 07:18:01,2023-03-19 07:34:46,154
26772,2023-03-19 07:53:30,2023-03-19 08:10:46,154
26773,2023-03-19 08:15:39,2023-03-19 11:49:24,1155
26774,2023-03-19 08:38:08,2023-03-19 08:45:04,77
26775,2023-03-19 08:44:28,2023-03-19 09:22:05,231
26776,2023-03-19 08:49:51,2023-03-19 09:06:01,154
26777,2023-03-19 08:59:00,2023-03-19 09:12:06,77
26778,2023-03-19 09:23:14,2023-03-19 09:31:49,77
26779,2023-03-19 09:30:07,2023-03-19 09:47:53,154
26780,2023-03-19 09:32:04,2023-03-19 09:39:23,77
26781,2023-03-19 10:00:45,2023-03-19 10:31:28,231
26782,2023-03-19 10:11:56,2023-03-19 10:21:49,77
26783,2023-03-19 10:42:19,2023-03-19 10:53:46,77
26784,2023-03-19 11:27:20,2023-03-19 11:52:20,154
26785,2023-03-19 11:36:42,2023-03-19 11:46:51,77
26786,2023-03-19 11:52:24,2023-03-19 14:12:18,770
26787,2023-03-19 11:52:30,2023-03-19 14:12:49,770
26788,2023-03-19 11:58:25,2023-03-19 12:08:19,77
26789,2023-03-19 11:58:43,2023-03-19 12:22:34,154
26790,2023-03-19 12:10:02,2023-03-19 13:36:56,462
26791,2023-03-19 12:11:53,2023-03-19 12:30:17,154
26792,2023-03-19 12:12:13,2023-03-19 14:35:57,770
26793,2023-03-19 12:14:18,2023-03-19 13:31:43,462
26794,2023-03-19 12:20:01,2023-03-19 13:33:14,385
26795,2023-03-19 12:21:17,2023-03-19 13:13:23,308
26796,2023-03-19 12:22:45,2023-03-19 12:49:18,154
26797,2023-03-19 12:53:16,2023-03-19 14:42:01,616
26798,2023-03-19 13:08:25,2023-03-19 18:08:23,1500
26799,2023-03-19 13:10:18,2023-03-19 14:39:09,462
26800,2023-03-19 13:10:33,2023-03-19 14:39:04,462
26801,2023-03-19 13:11:15,2023-03-19 14:54:59,539
26802,2023-03-19 13:19:38,2023-03-19 13:33:37,77
26803,2023-03-19 13:43:56,2023-03-19 14:06:39,154
26804,2023-03-19 13:44:19,2023-03-19 14:11:32,154
26805,2023-03-19 13:58:37,2023-03-19 14:07:26,77
26806,2023-03-19 14:05:49,2023-03-19 14:18:38,77
26807,2023-03-19 14:14:40,2023-03-19 14:37:35,154
26808,2023-03-19 14:20:56,2023-03-19 14:42:54,154
26809,2023-03-19 14:23:09,2023-03-19 14:37:24,77
26810,2023-03-19 14:35:48,2023-03-19 15:01:21,154
26811,2023-03-19 14:35:49,2023-03-19 14:50:05,77
26812,2023-03-19 14:36:19,2023-03-19 15:01:45,154
26813,2023-03-19 14:47:53,2023-03-19 15:00:14,77
26814,2023-03-19 14:47:54,2023-03-19 14:59:55,77
26815,2023-03-19 14:58:11,2023-03-19 17:15:25,770
26816,2023-03-19 15:03:41,2023-03-19 15:17:15,77
26817,2023-03-19 15:06:50,2023-03-19 15:20:26,77
26818,2023-03-19 15:36:27,2023-03-19 15:58:52,154
26819,2023-03-19 15:38:57,2023-03-19 16:16:32,231
26820,2023-03-19 15:38:59,2023-03-19 16:16:43,231
26821,2023-03-19 15:40:06,2023-03-19 15:51:46,77
26822,2023-03-19 15:51:54,2023-03-19 16:59:20,385
26823,2023-03-19 15:56:35,2023-03-19 16:09:37,77
26824,2023-03-19 16:13:57,2023-03-19 16:28:26,77
26825,2023-03-19 16:14:37,2023-03-19 16:36:24,154
26826,2023-03-19 16:20:59,2023-03-19 16:30:24,77
26827,2023-03-19 16:38:53,2023-03-19 17:00:42,154
26828,2023-03-19 16:38:55,2023-03-19 17:00:31,154
26829,2023-03-19 16:39:40,2023-03-19 16:52:47,77
26830,2023-03-19 16:47:59,2023-03-19 16:59:08,77
26831,2023-03-19 16:51:29,2023-03-19 17:05:06,77
26832,2023-03-19 16:55:44,2023-03-19 17:23:52,154
26833,2023-03-19 17:18:12,2023-03-19 17:25:25,77
26834,2023-03-19 17:21:20,2023-03-19 17:29:30,77
26835,2023-03-19 17:54:06,2023-03-19 18:01:39,77
26836,2023-03-19 17:56:50,2023-03-19 18:10:44,77
26837,2023-03-19 18:08:23,2023-03-19 18:29:23,154
26838,2023-03-19 18:20:52,2023-03-19 18:28:14,77
26839,2023-03-19 18:27:09,2023-03-19 18:35:46,77
26840,2023-03-19 18:53:23,2023-03-19 19:00:29,77
26841,2023-03-19 19:08:46,2023-03-19 19:17:42,77
26842,2023-03-19 19:11:54,2023-03-19 19:21:56,77
26843,2023-03-19 19:17:57,2023-03-19 19:27:15,77
26844,2023-03-19 19:34:21,2023-03-19 19:50:18,154
26845,2023-03-19 19:38:37,2023-03-19 19:52:30,77
26846,2023-03-19 19:43:11,2023-03-19 19:53:17,77
26847,2023-03-19 19:44:10,2023-03-19 19:52:25,77
26848,2023-03-19 19:50:39,2023-03-19 23:42:29,1232
26849,2023-03-19 20:06:44,2023-03-19 20:28:10,154
26850,2023-03-19 20:13:05,2023-03-19 20:25:15,77
26851,2023-03-19 20:31:28,2023-03-19 21:10:22,231
26852,2023-03-19 21:15:13,2023-03-19 21:18:56,77
26853,2023-03-19 21:27:43,2023-03-19 21:36:19,77
26854,2023-03-19 21:53:41,2023-03-19 22:11:51,154
26855,2023-03-19 22:11:48,2023-03-19 22:19:37,77
26856,2023-03-19 23:01:14,2023-03-19 23:09:12,77
26857,2023-03-19 23:01:29,2023-03-19 23:09:18,77
26858,2023-03-19 23:07:01,2023-03-19 23:15:29,77
26859,2023-03-20 05:24:26,2023-03-20 05:31:19,77
26860,2023-03-20 05:49:07,2023-03-20 05:58:26,77
26861,2023-03-20 05:56:38,2023-03-20 06:03:25,77
26862,2023-03-20 05:57:38,2023-03-20 06:03:37,77
26863,2023-03-20 07:04:23,2023-03-20 07:17:33,77
26864,2023-03-20 07:05:31,2023-03-20 07:25:41,154
26865,2023-03-20 07:17:49,2023-03-20 07:30:25,77
26866,2023-03-20 07:39:57,2023-03-20 07:46:08,77
26867,2023-03-20 07:43:03,2023-03-20 07:55:07,77
26868,2023-03-20 07:46:52,2023-03-20 07:54:00,77
26869,2023-03-20 08:08:35,2023-03-20 08:16:34,77
26870,2023-03-20 08:21:01,2023-03-20 08:27:09,77
26871,2023-03-20 08:32:13,2023-03-20 08:39:33,77
26872,2023-03-20 08:51:45,2023-03-20 09:02:37,77
26873,2023-03-20 08:58:39,2023-03-20 09:04:58,77
26874,2023-03-20 09:19:25,2023-03-20 09:26:27,77
26875,2023-03-20 09:28:26,2023-03-20 09:37:02,77
26876,2023-03-20 09:32:59,2023-03-20 09:42:01,77
26877,2023-03-20 09:41:56,2023-03-20 10:39:46,308
26878,2023-03-20 09:44:14,2023-03-20 09:49:57,77
26879,2023-03-20 09:46:14,2023-03-20 09:54:04,77
26880,2023-03-20 09:58:37,2023-03-20 11:21:47,462
26881,2023-03-20 10:13:46,2023-03-20 10:21:43,77
26882,2023-03-20 10:24:38,2023-03-20 10:37:12,77
26883,2023-03-20 11:22:08,2023-03-20 11:30:35,77
26884,2023-03-20 11:27:39,2023-03-20 11:49:40,154
26885,2023-03-20 11:51:48,2023-03-20 12:17:21,154
26886,2023-03-20 11:56:18,2023-03-20 12:03:36,77
26887,2023-03-20 12:33:00,2023-03-20 12:43:32,77
26888,2023-03-20 12:33:19,2023-03-20 12:43:32,77
26889,2023-03-20 13:22:31,2023-03-20 13:32:28,77
26890,2023-03-20 13:23:02,2023-03-20 13:27:36,77
26891,2023-03-20 13:40:57,2023-03-20 14:07:47,154
26892,2023-03-20 13:42:04,2023-03-20 14:39:32,308
26893,2023-03-20 14:08:56,2023-03-20 15:06:01,308
26894,2023-03-20 14:20:43,2023-03-20 16:36:17,770
26895,2023-03-20 15:22:17,2023-03-20 15:28:24,77
26896,2023-03-20 16:08:38,2023-03-20 16:21:49,77
26897,2023-03-20 17:32:22,2023-03-20 17:38:54,77
26898,2023-03-20 17:43:03,2023-03-20 17:55:31,77
26899,2023-03-20 17:46:40,2023-03-20 18:01:18,77
26900,2023-03-20 17:52:55,2023-03-20 18:04:59,77
26901,2023-03-20 17:58:56,2023-03-20 18:08:17,77
26902,2023-03-20 18:08:15,2023-03-20 18:16:56,77
26903,2023-03-20 18:09:07,2023-03-20 18:26:25,154
26904,2023-03-20 18:34:05,2023-03-20 18:41:52,77
26905,2023-03-20 18:40:22,2023-03-20 18:52:22,77
26906,2023-03-20 18:43:20,2023-03-20 21:12:15,770
26907,2023-03-20 18:45:30,2023-03-20 18:51:43,77
26908,2023-03-20 19:16:39,2023-03-20 19:26:05,77
26909,2023-03-20 19:24:44,2023-03-20 19:31:32,77
26910,2023-03-20 19:33:19,2023-03-20 20:44:32,385
26911,2023-03-20 19:35:45,2023-03-20 20:44:34,385
26912,2023-03-20 19:37:02,2023-03-20 19:44:59,77
26913,2023-03-20 19:41:45,2023-03-20 19:51:18,77
26914,2023-03-20 20:26:00,2023-03-20 20:35:14,77
26915,2023-03-20 20:31:39,2023-03-20 21:11:34,231
26916,2023-03-20 20:36:09,2023-03-20 20:50:34,77
26917,2023-03-20 20:36:17,2023-03-20 20:42:36,77
26918,2023-03-20 20:48:09,2023-03-20 21:03:20,154
26919,2023-03-20 21:08:26,2023-03-20 21:28:33,154
26920,2023-03-20 21:28:34,2023-03-20 21:36:00,77
26921,2023-03-20 21:35:14,2023-03-20 21:51:04,154
26922,2023-03-20 21:44:57,2023-03-20 21:57:28,77
26923,2023-03-20 22:33:06,2023-03-20 22:47:12,77
26924,2023-03-20 22:45:00,2023-03-20 22:58:51,77
26925,2023-03-21 00:29:44,2023-03-21 00:44:21,77
26926,2023-03-21 00:31:11,2023-03-21 00:45:35,77
26927,2023-03-21 01:05:03,2023-03-21 01:51:43,308
26928,2023-03-21 01:48:05,2023-03-21 02:07:53,154
26929,2023-03-21 04:44:19,2023-03-21 04:59:28,154
26930,2023-03-21 04:45:03,2023-03-21 04:53:47,77
26931,2023-03-21 04:45:09,2023-03-21 04:53:52,77
26932,2023-03-21 05:17:01,2023-03-21 05:26:08,77
26933,2023-03-21 05:17:27,2023-03-21 05:26:16,77
26934,2023-03-21 06:13:15,2023-03-21 06:24:08,77
26935,2023-03-21 07:59:48,2023-03-21 08:08:11,77
26936,2023-03-21 08:00:20,2023-03-21 08:13:36,77
26937,2023-03-21 08:38:42,2023-03-21 08:46:48,77
26938,2023-03-21 08:56:12,2023-03-21 09:02:16,77
26939,2023-03-21 09:29:38,2023-03-21 17:18:59,1500
26940,2023-03-21 09:53:14,2023-03-21 10:06:53,77
26941,2023-03-21 10:09:56,2023-03-21 10:19:47,77
26942,2023-03-21 10:24:20,2023-03-21 10:41:45,154
26943,2023-03-21 10:27:13,2023-03-21 10:42:31,154
26944,2023-03-21 10:34:43,2023-03-21 10:58:11,154
26945,2023-03-21 11:06:03,2023-03-21 12:05:56,308
26946,2023-03-21 11:22:01,2023-03-21 11:53:53,231
26947,2023-03-21 11:31:37,2023-03-21 11:44:00,77
26948,2023-03-21 11:39:07,2023-03-21 11:48:37,77
26949,2023-03-21 11:50:37,2023-03-21 11:58:48,77
26950,2023-03-21 12:19:04,2023-03-21 13:09:53,308
26951,2023-03-21 12:26:02,2023-03-21 12:49:25,154
26952,2023-03-21 12:47:57,2023-03-21 13:16:47,154
26953,2023-03-21 12:53:06,2023-03-21 13:05:59,77
26954,2023-03-21 13:11:56,2023-03-21 13:24:16,77
26955,2023-03-21 13:23:12,2023-03-21 14:34:49,385
26956,2023-03-21 13:25:35,2023-03-21 13:43:06,154
26957,2023-03-21 13:31:43,2023-03-21 14:26:36,308
26958,2023-03-21 13:33:58,2023-03-21 13:57:26,154
26959,2023-03-21 13:39:00,2023-03-21 14:38:35,308
26960,2023-03-21 13:41:59,2023-03-21 13:59:43,154
26961,2023-03-21 13:43:05,2023-03-21 14:12:21,154
26962,2023-03-21 13:58:09,2023-03-21 14:15:29,154
26963,2023-03-21 14:10:15,2023-03-21 14:18:12,77
26964,2023-03-21 14:47:47,2023-03-21 15:52:34,385
26965,2023-03-21 15:03:22,2023-03-21 15:28:27,154
26966,2023-03-21 15:05:43,2023-03-21 15:16:07,77
26967,2023-03-21 15:10:26,2023-03-21 15:17:59,77
26968,2023-03-21 15:20:07,2023-03-21 15:33:18,77
26969,2023-03-21 15:57:05,2023-03-21 16:05:57,77
26970,2023-03-21 16:12:36,2023-03-21 16:39:52,154
26971,2023-03-21 16:12:42,2023-03-21 16:39:18,154
26972,2023-03-21 16:27:34,2023-03-21 16:45:10,154
26973,2023-03-21 16:29:32,2023-03-21 16:42:48,77
26974,2023-03-21 16:38:11,2023-03-21 16:46:16,77
26975,2023-03-21 16:40:22,2023-03-21 16:58:14,154
26976,2023-03-21 17:14:00,2023-03-21 17:27:14,77
26977,2023-03-21 17:15:53,2023-03-21 17:27:24,77
26978,2023-03-21 17:16:27,2023-03-21 17:31:43,154
26979,2023-03-21 17:22:06,2023-03-21 17:36:15,77
26980,2023-03-21 17:22:34,2023-03-21 17:43:40,154
26981,2023-03-21 17:30:19,2023-03-21 17:41:22,77
26982,2023-03-21 17:41:45,2023-03-21 17:54:03,77
26983,2023-03-21 17:43:36,2023-03-21 17:52:45,77
26984,2023-03-21 17:49:29,2023-03-21 18:01:07,77
26985,2023-03-21 17:50:44,2023-03-21 18:00:59,77
26986,2023-03-21 17:51:42,2023-03-21 18:08:47,154
26987,2023-03-21 18:02:39,2023-03-21 18:12:45,77
26988,2023-03-21 18:05:34,2023-03-21 18:16:59,77
26989,2023-03-21 18:06:39,2023-03-21 18:26:42,154
26990,2023-03-21 18:21:24,2023-03-21 18:36:01,77
26991,2023-03-21 18:21:28,2023-03-21 18:36:08,77
26992,2023-03-21 18:55:21,2023-03-21 19:02:43,77
26993,2023-03-21 19:29:15,2023-03-21 19:53:41,154
26994,2023-03-21 19:31:30,2023-03-21 19:56:43,154
26995,2023-03-21 20:39:50,2023-03-21 21:03:41,154
26996,2023-03-21 20:40:08,2023-03-21 21:21:57,231
26997,2023-03-21 22:07:58,2023-03-21 22:23:23,154
26998,2023-03-21 22:22:30,2023-03-21 22:33:54,77
26999,2023-03-21 22:22:38,2023-03-21 22:34:20,77
27000,2023-03-21 22:52:11,2023-03-21 22:59:01,77
27001,2023-03-21 23:08:09,2023-03-21 23:16:02,77
27002,2023-03-21 23:22:53,2023-03-21 23:31:15,77
27003,2023-03-21 23:33:02,2023-03-21 23:47:33,77
27004,2023-03-22 01:36:55,2023-03-22 01:44:58,77
27005,2023-03-22 05:48:11,2023-03-22 05:57:04,77
27006,2023-03-22 06:05:37,2023-03-22 06:16:18,77
27007,2023-03-22 06:44:46,2023-03-22 06:53:06,77
27008,2023-03-22 06:57:07,2023-03-22 07:04:01,77
27009,2023-03-22 07:37:28,2023-03-22 07:48:22,77
27010,2023-03-22 08:13:37,2023-03-22 08:28:17,77
27011,2023-03-22 08:29:44,2023-03-22 08:40:54,77
27012,2023-03-22 08:31:15,2023-03-22 08:43:31,77
27013,2023-03-22 08:35:37,2023-03-22 08:49:19,77
27014,2023-03-22 08:37:39,2023-03-22 08:48:38,77
27015,2023-03-22 08:57:26,2023-03-22 09:17:36,154
27016,2023-03-22 09:00:06,2023-03-22 09:13:52,77
27017,2023-03-22 09:28:29,2023-03-22 09:34:55,77
27018,2023-03-22 09:37:46,2023-03-22 09:46:42,77
27019,2023-03-22 09:39:51,2023-03-22 09:44:26,77
27020,2023-03-22 09:52:16,2023-03-22 09:53:03,77
27021,2023-03-22 09:53:11,2023-03-22 10:02:26,77
27022,2023-03-22 10:00:51,2023-03-22 10:08:57,77
27023,2023-03-22 10:25:50,2023-03-22 10:39:52,77
27024,2023-03-22 10:35:29,2023-03-22 11:59:03,462
27025,2023-03-22 10:40:48,2023-03-22 10:50:46,77
27026,2023-03-22 10:42:57,2023-03-22 10:53:29,77
27027,2023-03-22 11:03:26,2023-03-22 11:42:10,231
27028,2023-03-22 11:05:30,2023-03-22 11:12:17,77
27029,2023-03-22 11:10:42,2023-03-22 11:32:13,154
27030,2023-03-22 11:10:59,2023-03-22 16:13:12,1500
27031,2023-03-22 11:16:08,2023-03-22 11:55:30,231
27032,2023-03-22 11:21:14,2023-03-22 11:27:29,77
27033,2023-03-22 11:28:47,2023-03-22 14:13:42,847
27034,2023-03-22 11:28:54,2023-03-22 14:13:22,847
