,in,out,fee
18574,2022-02-14 19:53:54,2022-02-14 20:05:59,77
18575,2022-02-14 19:54:05,2022-02-14 20:01:44,77
18576,2022-02-14 21:06:04,2022-02-14 21:16:52,77
18577,2022-02-14 21:23:04,2022-02-14 21:35:23,77
18578,2022-02-14 22:10:16,2022-02-14 22:46:21,231
18579,2022-02-14 22:48:52,2022-02-14 22:55:59,77
18580,2022-02-14 23:15:38,2022-02-14 23:27:45,77
18581,2022-02-15 07:56:39,2022-02-15 08:11:31,77
18582,2022-02-15 09:19:54,2022-02-15 10:01:35,77
18583,2022-02-15 09:30:52,2022-02-15 10:04:12,231
18584,2022-02-15 12:41:57,2022-02-15 14:23:47,539
18585,2022-02-15 12:51:22,2022-02-15 13:00:06,77
18586,2022-02-15 12:56:24,2022-02-15 13:29:51,231
18587,2022-02-15 13:10:19,2022-02-15 13:24:25,77
18588,2022-02-15 14:23:15,2022-02-15 15:01:47,231
18589,2022-02-15 15:06:32,2022-02-15 15:42:18,231
18590,2022-02-15 16:02:52,2022-02-15 16:12:03,77
18591,2022-02-15 16:12:55,2022-02-15 16:39:25,154
18592,2022-02-15 16:26:36,2022-02-15 16:51:16,154
18593,2022-02-15 16:57:23,2022-02-15 17:19:20,154
18594,2022-02-15 20:39:00,2022-02-15 20:50:49,77
18595,2022-02-15 21:44:38,2022-02-15 21:54:56,77
18596,2022-02-15 22:13:31,2022-02-15 22:45:32,231
18597,2022-02-15 22:54:31,2022-02-15 23:01:13,77
18598,2022-02-16 05:56:47,2022-02-16 06:07:25,77
18599,2022-02-16 07:50:17,2022-02-16 08:00:21,77
18600,2022-02-16 08:06:03,2022-02-16 08:15:05,77
18601,2022-02-16 08:15:46,2022-02-16 08:25:37,77
18602,2022-02-16 08:25:21,2022-02-16 08:51:57,154
18603,2022-02-16 08:37:25,2022-02-16 08:52:56,154
18604,2022-02-16 09:32:35,2022-02-16 09:54:03,154
18605,2022-02-16 10:00:17,2022-02-16 10:08:59,77
18606,2022-02-16 10:41:38,2022-02-16 10:52:08,77
18607,2022-02-16 11:18:59,2022-02-16 11:36:54,154
18608,2022-02-16 12:03:17,2022-02-16 14:29:57,770
18609,2022-02-16 12:13:06,2022-02-16 12:20:49,77
18610,2022-02-16 12:38:52,2022-02-16 12:57:22,154
18611,2022-02-16 12:40:31,2022-02-16 12:57:58,154
18612,2022-02-16 12:57:48,2022-02-16 13:47:27,308
18613,2022-02-16 13:04:28,2022-02-16 15:30:37,770
18614,2022-02-16 13:05:22,2022-02-16 13:14:02,77
18615,2022-02-16 13:14:04,2022-02-16 13:32:55,154
18616,2022-02-16 13:20:54,2022-02-16 13:38:43,154
18617,2022-02-16 14:45:47,2022-02-16 16:17:37,539
18618,2022-02-16 14:47:24,2022-02-16 14:59:15,77
18619,2022-02-16 15:19:28,2022-02-16 16:50:37,539
18620,2022-02-16 15:26:48,2022-02-16 16:21:47,308
18621,2022-02-16 15:50:39,2022-02-16 16:33:17,231
18622,2022-02-16 16:13:43,2022-02-16 16:43:17,154
18623,2022-02-16 16:17:42,2022-02-16 16:28:39,77
18624,2022-02-16 16:39:52,2022-02-16 17:03:20,154
18625,2022-02-16 17:25:26,2022-02-16 17:36:00,77
18626,2022-02-16 17:45:10,2022-02-16 17:57:10,77
18627,2022-02-16 19:29:01,2022-02-16 19:44:50,154
18628,2022-02-16 19:53:17,2022-02-16 22:07:58,693
18629,2022-02-16 21:03:39,2022-02-16 21:17:11,77
18630,2022-02-16 21:04:15,2022-02-16 21:29:11,154
18631,2022-02-16 21:05:21,2022-02-16 21:15:34,77
18632,2022-02-16 21:21:30,2022-02-16 21:25:34,77
18633,2022-02-16 21:46:33,2022-02-16 21:55:25,77
18634,2022-02-16 22:20:31,2022-02-16 22:31:29,77
18635,2022-02-16 22:24:18,2022-02-16 22:33:46,77
18636,2022-02-16 22:49:25,2022-02-16 23:11:12,154
18637,2022-02-17 00:15:22,2022-02-17 00:25:41,77
18638,2022-02-17 08:12:15,2022-02-17 08:19:31,77
18639,2022-02-17 08:51:50,2022-02-17 14:58:35,1500
18640,2022-02-17 10:20:12,2022-02-17 16:31:03,1500
18641,2022-02-17 11:59:41,2022-02-17 14:01:52,693
18642,2022-02-17 12:49:26,2022-02-17 13:34:20,231
18643,2022-02-17 13:12:51,2022-02-17 13:25:42,77
18644,2022-02-17 14:46:19,2022-02-17 17:05:05,770
18645,2022-02-17 15:02:08,2022-02-17 17:05:48,693
18646,2022-02-17 15:24:56,2022-02-17 15:38:14,77
18647,2022-02-17 15:29:58,2022-02-17 15:42:02,77
18648,2022-02-17 15:57:24,2022-02-17 16:11:17,77
18649,2022-02-17 16:20:15,2022-02-17 16:27:10,77
18650,2022-02-17 16:23:18,2022-02-17 16:49:23,154
18651,2022-02-17 16:54:09,2022-02-17 17:02:57,77
18652,2022-02-17 17:24:05,2022-02-17 17:33:12,77
18653,2022-02-17 18:13:37,2022-02-17 18:26:03,77
18654,2022-02-17 18:25:52,2022-02-17 22:22:08,1232
18655,2022-02-17 19:07:33,2022-02-17 19:32:28,154
18656,2022-02-17 19:17:33,2022-02-17 19:24:58,77
18657,2022-02-17 19:57:50,2022-02-17 20:52:53,308
18658,2022-02-17 20:28:31,2022-02-17 20:50:21,154
18659,2022-02-17 21:54:44,2022-02-17 22:01:46,77
18660,2022-02-17 21:57:05,2022-02-17 22:11:11,77
18661,2022-02-17 22:38:55,2022-02-17 23:06:52,154
18662,2022-02-18 01:09:47,2022-02-18 01:20:58,77
18663,2022-02-18 06:52:23,2022-02-18 10:59:32,1309
18664,2022-02-18 07:06:14,2022-02-18 07:13:17,77
18665,2022-02-18 08:04:08,2022-02-18 08:12:39,77
18666,2022-02-18 08:31:15,2022-02-18 08:42:06,77
18667,2022-02-18 09:00:04,2022-02-18 09:23:48,154
18668,2022-02-18 09:17:58,2022-02-18 09:28:09,77
18669,2022-02-18 09:19:37,2022-02-18 09:30:10,77
18670,2022-02-18 09:30:30,2022-02-18 09:42:36,77
18671,2022-02-18 09:38:21,2022-02-18 12:13:56,847
18672,2022-02-18 09:38:42,2022-02-18 12:13:17,847
18673,2022-02-18 09:39:27,2022-02-18 12:12:55,847
18674,2022-02-18 09:39:50,2022-02-18 12:12:49,847
18675,2022-02-18 10:16:23,2022-02-18 10:29:43,77
18676,2022-02-18 11:35:18,2022-02-18 11:39:40,77
18677,2022-02-18 12:43:34,2022-02-18 12:57:53,77
18678,2022-02-18 13:01:11,2022-02-18 13:12:01,77
18679,2022-02-18 13:09:57,2022-02-18 13:18:50,77
18680,2022-02-18 13:31:56,2022-02-18 13:43:48,77
18681,2022-02-18 13:32:14,2022-02-18 14:08:56,231
18682,2022-02-18 13:52:51,2022-02-18 14:02:07,77
18683,2022-02-18 14:07:20,2022-02-18 14:21:01,77
18684,2022-02-18 15:12:24,2022-02-18 16:30:21,462
18685,2022-02-18 15:28:45,2022-02-18 15:36:42,77
18686,2022-02-18 15:31:06,2022-02-18 17:50:29,770
18687,2022-02-18 15:35:16,2022-02-18 15:42:56,77
18688,2022-02-18 15:54:30,2022-02-18 16:04:08,77
18689,2022-02-18 16:18:02,2022-02-18 16:45:04,154
18690,2022-02-18 16:18:34,2022-02-18 16:21:51,77
18691,2022-02-18 16:51:10,2022-02-18 17:13:42,154
18692,2022-02-18 17:15:57,2022-02-18 17:33:12,154
18693,2022-02-18 18:16:54,2022-02-18 20:42:48,770
18694,2022-02-18 18:22:59,2022-02-18 18:30:15,77
18695,2022-02-18 18:54:43,2022-02-18 19:03:40,77
18696,2022-02-18 19:45:40,2022-02-18 20:28:45,231
18697,2022-02-18 20:02:32,2022-02-18 22:47:09,847
18698,2022-02-18 21:20:36,2022-02-18 21:32:38,77
18699,2022-02-18 21:23:50,2022-02-18 21:33:30,77
18700,2022-02-18 22:27:25,2022-02-18 23:04:08,231
18701,2022-02-18 22:35:51,2022-02-18 23:11:23,231
18702,2022-02-18 23:02:34,2022-02-18 23:10:15,77
18703,2022-02-18 23:10:00,2022-02-18 23:19:32,77
18704,2022-02-19 00:54:35,2022-02-19 01:43:09,308
18705,2022-02-19 09:57:07,2022-02-19 10:16:58,154
18706,2022-02-19 10:30:45,2022-02-19 16:34:35,1500
18707,2022-02-19 10:49:24,2022-02-19 11:00:06,77
18708,2022-02-19 11:07:59,2022-02-19 12:29:36,462
18709,2022-02-19 12:17:23,2022-02-19 12:47:28,231
18710,2022-02-19 12:46:36,2022-02-19 13:00:50,77
18711,2022-02-19 12:46:47,2022-02-19 13:00:55,77
18712,2022-02-19 13:03:38,2022-02-19 13:33:32,154
18713,2022-02-19 13:14:13,2022-02-19 13:25:45,77
18714,2022-02-19 13:29:29,2022-02-19 17:07:14,1155
18715,2022-02-19 13:35:38,2022-02-19 13:43:34,77
18716,2022-02-19 13:44:34,2022-02-19 13:57:32,77
18717,2022-02-19 13:45:07,2022-02-19 13:51:29,77
18718,2022-02-19 13:56:21,2022-02-19 14:17:17,154
18719,2022-02-19 13:56:36,2022-02-19 14:17:07,154
18720,2022-02-19 14:23:51,2022-02-19 14:53:42,154
18721,2022-02-19 17:55:36,2022-02-19 18:35:04,231
18722,2022-02-19 18:17:19,2022-02-19 18:21:23,77
18723,2022-02-19 18:26:43,2022-02-19 18:48:15,154
18724,2022-02-20 10:11:27,2022-02-20 10:25:09,77
18725,2022-02-20 10:13:02,2022-02-20 10:51:36,231
18726,2022-02-20 10:33:43,2022-02-20 10:43:38,77
18727,2022-02-20 11:01:09,2022-02-20 11:10:56,77
18728,2022-02-20 11:26:43,2022-02-20 12:20:47,308
18729,2022-02-20 11:41:00,2022-02-20 11:57:43,154
18730,2022-02-20 13:51:39,2022-02-20 14:09:19,154
18731,2022-02-20 13:55:35,2022-02-20 16:00:00,693
18732,2022-02-20 13:55:41,2022-02-20 15:57:49,693
18733,2022-02-20 15:14:45,2022-02-20 15:28:18,77
18734,2022-02-20 16:15:21,2022-02-20 16:32:16,154
18735,2022-02-20 16:33:27,2022-02-20 17:32:26,308
18736,2022-02-20 16:42:43,2022-02-20 18:30:11,616
18737,2022-02-20 16:54:28,2022-02-20 17:07:46,77
18738,2022-02-20 17:14:45,2022-02-20 17:43:56,154
18739,2022-02-20 17:18:43,2022-02-20 17:43:54,154
18740,2022-02-20 19:25:47,2022-02-20 19:39:16,77
18741,2022-02-20 19:25:48,2022-02-20 19:39:06,77
18742,2022-02-20 20:38:17,2022-02-20 20:56:47,154
18743,2022-02-20 20:41:06,2022-02-20 20:52:33,77
18744,2022-02-20 21:22:45,2022-02-20 21:37:31,77
18745,2022-02-20 21:50:56,2022-02-20 21:59:48,77
18746,2022-02-21 06:33:57,2022-02-21 06:44:00,77
18747,2022-02-21 08:21:25,2022-02-21 08:37:50,154
18748,2022-02-21 08:30:59,2022-02-21 08:34:16,77
18749,2022-02-21 09:07:33,2022-02-21 09:43:50,231
18750,2022-02-21 09:16:50,2022-02-21 09:26:50,77
18751,2022-02-21 09:21:32,2022-02-21 09:35:16,77
18752,2022-02-21 10:25:36,2022-02-21 10:39:20,77
18753,2022-02-21 10:52:36,2022-02-21 11:03:00,77
18754,2022-02-21 11:20:41,2022-02-21 12:26:02,385
18755,2022-02-21 11:21:28,2022-02-21 11:58:55,231
18756,2022-02-21 12:07:55,2022-02-21 13:20:49,385
18757,2022-02-21 13:21:41,2022-02-21 16:23:03,1001
18758,2022-02-21 14:40:59,2022-02-21 14:53:50,77
18759,2022-02-21 15:36:43,2022-02-21 16:00:19,154
18760,2022-02-21 16:19:26,2022-02-21 16:28:45,77
18761,2022-02-21 16:46:05,2022-02-21 16:59:31,77
18762,2022-02-21 16:56:32,2022-02-21 17:08:28,77
18763,2022-02-21 17:21:11,2022-02-21 17:29:38,77
18764,2022-02-21 19:25:22,2022-02-21 19:38:41,77
18765,2022-02-21 21:26:39,2022-02-21 21:34:50,77
18766,2022-02-21 21:58:55,2022-02-21 22:28:44,154
18767,2022-02-21 23:55:00,2022-02-22 00:12:54,154
18768,2022-02-22 07:05:14,2022-02-22 07:14:31,77
18769,2022-02-22 07:45:54,2022-02-22 07:54:15,77
18770,2022-02-22 09:53:14,2022-02-22 10:13:58,154
18771,2022-02-22 10:15:54,2022-02-22 10:30:34,77
18772,2022-02-22 11:27:07,2022-02-22 13:12:07,539
18773,2022-02-22 11:38:20,2022-02-22 16:36:24,1500
18774,2022-02-22 11:50:05,2022-02-22 12:07:06,154
18775,2022-02-22 12:04:22,2022-02-22 12:12:28,77
18776,2022-02-22 12:25:25,2022-02-22 12:32:42,77
18777,2022-02-22 12:25:37,2022-02-22 12:35:40,77
18778,2022-02-22 13:08:13,2022-02-22 13:21:55,77
18779,2022-02-22 14:06:24,2022-02-22 14:35:11,154
18780,2022-02-22 14:51:30,2022-02-22 15:00:42,77
18781,2022-02-22 14:52:12,2022-02-22 15:00:23,77
18782,2022-02-22 14:58:05,2022-02-22 15:18:05,154
18783,2022-02-22 17:14:10,2022-02-22 17:16:42,77
18784,2022-02-22 17:25:45,2022-02-22 17:37:48,77
18785,2022-02-22 17:47:19,2022-02-22 17:49:24,77
18786,2022-02-22 18:11:36,2022-02-22 18:22:34,77
18787,2022-02-22 18:42:58,2022-02-22 19:00:09,154
18788,2022-02-22 19:35:16,2022-02-22 19:52:51,154
18789,2022-02-22 19:42:17,2022-02-22 21:01:39,462
18790,2022-02-22 20:16:16,2022-02-22 20:29:44,77
18791,2022-02-22 20:39:10,2022-02-22 20:48:02,77
18792,2022-02-22 21:17:30,2022-02-22 21:34:18,154
18793,2022-02-22 21:41:27,2022-02-22 21:49:44,77
18794,2022-02-23 00:27:21,2022-02-23 00:42:48,154
18795,2022-02-23 04:42:40,2022-02-23 04:59:20,154
18796,2022-02-23 06:01:03,2022-02-23 06:11:06,77
18797,2022-02-23 08:07:14,2022-02-23 08:15:31,77
18798,2022-02-23 09:37:08,2022-02-23 10:04:46,154
18799,2022-02-23 09:37:11,2022-02-23 09:49:54,77
18800,2022-02-23 09:37:33,2022-02-23 10:04:43,154
18801,2022-02-23 09:41:39,2022-02-23 09:52:13,77
18802,2022-02-23 09:41:56,2022-02-23 09:52:08,77
18803,2022-02-23 11:03:44,2022-02-23 12:47:54,539
18804,2022-02-23 11:10:29,2022-02-23 11:45:58,231
18805,2022-02-23 12:35:44,2022-02-23 15:06:37,847
18806,2022-02-23 12:38:43,2022-02-23 14:23:06,539
18807,2022-02-23 12:55:08,2022-02-23 17:12:47,1386
18808,2022-02-23 13:18:43,2022-02-23 13:31:50,77
18809,2022-02-23 13:30:30,2022-02-23 13:42:07,77
18810,2022-02-23 14:23:02,2022-02-23 14:31:36,77
18811,2022-02-23 15:43:12,2022-02-23 15:57:23,77
18812,2022-02-23 15:43:13,2022-02-23 18:02:17,770
18813,2022-02-23 15:47:41,2022-02-23 16:04:12,154
18814,2022-02-23 15:50:43,2022-02-23 17:48:54,616
18815,2022-02-23 16:04:19,2022-02-23 16:11:39,77
18816,2022-02-23 16:06:25,2022-02-23 17:48:52,539
18817,2022-02-23 16:07:24,2022-02-23 17:49:05,539
18818,2022-02-23 16:14:07,2022-02-23 16:33:12,154
18819,2022-02-23 16:14:25,2022-02-23 17:13:50,308
18820,2022-02-23 16:31:32,2022-02-23 16:56:04,154
18821,2022-02-23 16:38:30,2022-02-23 16:48:59,77
18822,2022-02-23 16:47:23,2022-02-23 17:30:11,231
18823,2022-02-23 17:07:57,2022-02-23 17:24:44,154
18824,2022-02-23 20:08:08,2022-02-23 20:23:12,154
18825,2022-02-24 00:23:28,2022-02-24 00:30:48,77
18826,2022-02-24 06:28:15,2022-02-24 06:45:46,154
18827,2022-02-24 07:32:24,2022-02-24 07:42:03,77
18828,2022-02-24 08:02:41,2022-02-24 08:13:51,77
18829,2022-02-24 09:54:16,2022-02-24 11:02:10,385
18830,2022-02-24 12:26:06,2022-02-24 13:13:58,308
18831,2022-02-24 12:28:23,2022-02-24 12:39:44,77
18832,2022-02-24 12:31:05,2022-02-24 12:50:04,154
18833,2022-02-24 13:12:41,2022-02-24 13:26:36,77
18834,2022-02-24 13:30:28,2022-02-24 13:39:28,77
18835,2022-02-24 15:04:20,2022-02-24 15:30:46,154
18836,2022-02-24 15:11:09,2022-02-24 16:25:33,385
18837,2022-02-24 15:41:16,2022-02-24 15:57:52,154
18838,2022-02-24 16:10:51,2022-02-24 16:53:28,231
18839,2022-02-24 16:15:08,2022-02-24 16:41:57,154
18840,2022-02-24 17:38:11,2022-02-24 19:31:41,616
18841,2022-02-24 19:25:02,2022-02-24 19:35:37,77
18842,2022-02-24 19:41:49,2022-02-24 19:51:08,77
18843,2022-02-24 20:23:44,2022-02-24 20:41:42,154
18844,2022-02-24 22:23:37,2022-02-24 22:40:05,154
18845,2022-02-24 22:45:06,2022-02-24 22:58:15,77
18846,2022-02-25 06:29:29,2022-02-25 06:41:11,77
18847,2022-02-25 06:34:56,2022-02-25 19:05:37,2963
18848,2022-02-25 08:11:53,2022-02-25 08:20:02,77
18849,2022-02-25 08:22:11,2022-02-25 08:47:49,154
18850,2022-02-25 08:58:24,2022-02-25 09:48:22,308
18851,2022-02-25 09:01:31,2022-02-25 09:11:13,77
18852,2022-02-25 09:07:50,2022-02-25 10:16:17,385
18853,2022-02-25 09:20:41,2022-02-25 17:03:43,1500
18854,2022-02-25 09:22:30,2022-02-25 11:04:32,539
18855,2022-02-25 09:50:56,2022-02-25 13:48:42,1232
18856,2022-02-25 10:01:17,2022-02-25 11:50:06,616
18857,2022-02-25 10:07:16,2022-02-25 10:47:05,231
18858,2022-02-25 10:17:55,2022-02-25 10:30:11,77
18859,2022-02-25 10:18:46,2022-02-25 11:49:04,539
18860,2022-02-25 10:52:43,2022-02-25 11:16:03,154
18861,2022-02-25 11:15:30,2022-02-25 12:44:47,462
18862,2022-02-25 12:12:28,2022-02-25 12:19:56,77
18863,2022-02-25 12:20:37,2022-02-25 18:40:12,1500
18864,2022-02-25 12:31:02,2022-02-25 12:38:50,77
18865,2022-02-25 13:03:15,2022-02-25 18:03:56,1500
18866,2022-02-25 13:08:14,2022-02-25 17:59:06,1500
18867,2022-02-25 13:35:02,2022-02-25 14:21:49,308
18868,2022-02-25 13:44:22,2022-02-25 13:54:46,77
18869,2022-02-25 14:24:49,2022-02-25 14:37:04,77
18870,2022-02-25 14:28:21,2022-02-25 14:48:03,154
18871,2022-02-25 14:49:08,2022-02-25 17:57:28,1001
18872,2022-02-25 15:01:26,2022-02-25 15:17:13,154
18873,2022-02-25 15:37:26,2022-02-25 16:05:05,154
18874,2022-02-25 16:01:20,2022-02-25 17:33:59,539
18875,2022-02-25 16:06:47,2022-02-25 16:27:43,154
18876,2022-02-25 16:12:39,2022-02-25 16:23:34,77
18877,2022-02-25 16:48:15,2022-02-25 17:07:56,154
18878,2022-02-25 17:03:11,2022-02-25 17:22:59,154
18879,2022-02-25 17:11:37,2022-02-25 17:28:00,154
18880,2022-02-25 17:22:48,2022-02-25 17:34:23,77
18881,2022-02-25 18:36:39,2022-02-25 22:09:56,1155
18882,2022-02-25 19:05:27,2022-02-25 19:14:26,77
18883,2022-02-25 21:16:32,2022-02-25 21:24:24,77
18884,2022-02-25 21:34:15,2022-02-25 21:43:20,77
18885,2022-02-25 23:31:10,2022-02-25 23:45:38,77
18886,2022-02-25 23:36:08,2022-02-25 23:41:49,77
18887,2022-02-26 07:01:28,2022-02-26 07:11:20,77
18888,2022-02-26 07:49:21,2022-02-26 07:59:46,77
18889,2022-02-26 07:49:36,2022-02-26 07:59:45,77
18890,2022-02-26 08:21:58,2022-02-26 08:32:28,77
18891,2022-02-26 09:24:21,2022-02-26 09:29:38,77
18892,2022-02-26 09:28:32,2022-02-26 10:47:37,462
18893,2022-02-26 09:36:27,2022-02-26 10:02:41,154
18894,2022-02-26 09:37:02,2022-02-26 12:16:17,847
18895,2022-02-26 10:02:53,2022-02-26 12:15:39,693
18896,2022-02-26 10:29:21,2022-02-26 11:20:36,308
18897,2022-02-26 10:36:07,2022-02-26 11:35:42,308
18898,2022-02-26 10:58:14,2022-02-26 11:13:15,154
18899,2022-02-26 11:21:57,2022-02-26 14:45:52,1078
18900,2022-02-26 11:39:17,2022-02-26 11:50:12,77
18901,2022-02-26 12:02:08,2022-02-26 12:19:27,154
18902,2022-02-26 12:23:36,2022-02-26 12:43:28,154
18903,2022-02-26 12:24:48,2022-02-26 19:07:23,1500
18904,2022-02-26 13:06:23,2022-02-26 15:52:04,924
18905,2022-02-26 13:08:04,2022-02-26 13:12:16,77
18906,2022-02-26 13:11:34,2022-02-26 13:53:08,231
18907,2022-02-26 13:20:49,2022-02-26 14:04:00,231
18908,2022-02-26 13:24:30,2022-02-26 16:38:59,1001
18909,2022-02-26 13:25:27,2022-02-26 14:04:38,231
18910,2022-02-26 13:37:25,2022-02-26 13:48:06,77
18911,2022-02-26 13:38:27,2022-02-26 13:50:34,77
18912,2022-02-26 13:55:02,2022-02-26 15:39:17,539
18913,2022-02-26 13:56:57,2022-02-26 15:37:00,539
18914,2022-02-26 14:06:16,2022-02-26 17:52:06,1232
18915,2022-02-26 14:08:10,2022-02-26 14:52:21,231
18916,2022-02-26 14:14:00,2022-02-26 14:24:07,77
18917,2022-02-26 14:52:10,2022-02-26 15:05:22,77
18918,2022-02-26 16:04:54,2022-02-26 16:59:02,308
18919,2022-02-26 16:39:45,2022-02-26 20:03:14,1078
18920,2022-02-26 16:46:04,2022-02-26 17:27:24,231
18921,2022-02-26 23:39:08,2022-02-26 23:46:45,77
18922,2022-02-27 07:39:38,2022-02-27 08:58:01,462
18923,2022-02-27 09:23:53,2022-02-27 09:52:23,154
18924,2022-02-27 09:37:26,2022-02-27 09:47:53,77
18925,2022-02-27 09:58:17,2022-02-27 10:11:05,77
18926,2022-02-27 10:40:31,2022-02-27 11:07:02,154
18927,2022-02-27 10:50:55,2022-02-27 11:05:21,77
18928,2022-02-27 11:09:50,2022-02-27 11:27:41,154
18929,2022-02-27 11:24:02,2022-02-27 11:38:54,77
18930,2022-02-27 12:20:18,2022-02-27 12:33:46,77
18931,2022-02-27 12:24:36,2022-02-27 12:34:59,77
18932,2022-02-27 12:49:45,2022-02-27 13:26:55,231
18933,2022-02-27 12:50:09,2022-02-27 13:01:01,77
18934,2022-02-27 12:51:55,2022-02-27 14:52:19,693
18935,2022-02-27 12:55:13,2022-02-27 13:26:45,231
18936,2022-02-27 13:09:34,2022-02-27 13:33:52,154
18937,2022-02-27 13:11:35,2022-02-27 13:22:18,77
18938,2022-02-27 14:09:23,2022-02-27 15:22:13,385
18939,2022-02-27 14:09:38,2022-02-27 15:22:16,385
18940,2022-02-27 14:10:11,2022-02-27 14:48:37,231
18941,2022-02-27 14:12:59,2022-02-27 15:28:57,462
18942,2022-02-27 14:31:20,2022-02-27 14:42:39,77
18943,2022-02-27 14:43:23,2022-02-27 15:03:24,154
18944,2022-02-27 14:54:49,2022-02-27 15:20:21,154
18945,2022-02-27 15:45:19,2022-02-27 15:54:11,77
18946,2022-02-27 15:50:26,2022-02-27 16:00:16,77
18947,2022-02-27 16:10:39,2022-02-27 16:18:15,77
18948,2022-02-27 16:20:46,2022-02-27 16:45:33,154
18949,2022-02-27 17:16:02,2022-02-27 17:32:56,154
18950,2022-02-27 17:25:12,2022-02-27 17:58:56,231
18951,2022-02-27 17:37:52,2022-02-27 17:46:18,77
18952,2022-02-27 17:43:19,2022-02-28 02:35:07,1808
18953,2022-02-27 18:26:51,2022-02-27 18:51:08,154
18954,2022-02-27 19:07:16,2022-02-27 19:36:33,154
18955,2022-02-27 19:21:56,2022-02-27 19:37:04,154
18956,2022-02-27 20:42:00,2022-02-27 20:52:04,77
18957,2022-02-27 20:56:18,2022-02-27 21:05:56,77
18958,2022-02-27 21:00:35,2022-02-27 21:13:58,77
18959,2022-02-27 22:27:43,2022-02-27 22:40:26,77
18960,2022-02-27 22:36:44,2022-02-27 22:46:11,77
18961,2022-02-27 23:49:36,2022-02-28 00:01:06,77
18962,2022-02-28 00:27:33,2022-02-28 00:48:03,154
18963,2022-02-28 07:00:38,2022-02-28 07:11:13,77
18964,2022-02-28 07:14:22,2022-02-28 07:21:47,77
18965,2022-02-28 07:54:11,2022-02-28 08:56:07,385
18966,2022-02-28 07:59:11,2022-02-28 08:08:17,77
18967,2022-02-28 08:10:17,2022-02-28 08:19:00,77
18968,2022-02-28 08:31:55,2022-02-28 08:44:09,77
18969,2022-02-28 08:49:17,2022-02-28 09:02:49,77
18970,2022-02-28 10:28:46,2022-02-28 10:52:58,154
18971,2022-02-28 10:37:51,2022-02-28 10:46:37,77
18972,2022-02-28 10:41:19,2022-02-28 10:48:39,77
18973,2022-02-28 10:48:19,2022-02-28 12:12:45,462
18974,2022-02-28 11:42:31,2022-02-28 12:18:14,231
18975,2022-02-28 11:43:10,2022-02-28 12:18:54,231
18976,2022-02-28 12:20:24,2022-02-28 12:34:00,77
18977,2022-02-28 12:22:52,2022-02-28 12:30:57,77
18978,2022-02-28 13:14:58,2022-02-28 13:26:27,77
18979,2022-02-28 14:39:11,2022-02-28 15:37:34,308
18980,2022-02-28 14:39:43,2022-02-28 15:00:07,154
18981,2022-02-28 15:19:55,2022-02-28 15:29:21,77
18982,2022-02-28 15:31:56,2022-02-28 18:56:24,1078
18983,2022-02-28 15:32:08,2022-02-28 15:43:08,77
18984,2022-02-28 15:37:05,2022-02-28 15:56:08,154
18985,2022-02-28 16:12:37,2022-02-28 16:27:51,154
18986,2022-02-28 16:22:19,2022-02-28 16:29:25,77
18987,2022-02-28 17:52:59,2022-02-28 18:05:16,77
18988,2022-02-28 18:42:55,2022-02-28 19:20:11,231
18989,2022-02-28 18:44:20,2022-02-28 18:52:58,77
18990,2022-02-28 19:08:02,2022-02-28 19:20:21,77
18991,2022-02-28 19:27:00,2022-02-28 19:30:43,77
18992,2022-02-28 19:36:59,2022-02-28 19:56:46,154
18993,2022-02-28 19:47:14,2022-02-28 20:17:38,231
18994,2022-02-28 19:47:18,2022-02-28 20:17:34,231
18995,2022-02-28 20:08:27,2022-02-28 20:18:35,77
18996,2022-02-28 20:17:57,2022-02-28 20:27:21,77
18997,2022-02-28 20:31:06,2022-02-28 20:39:20,77
18998,2022-02-28 21:35:01,2022-02-28 21:46:45,77
18999,2022-02-28 22:34:56,2022-02-28 22:42:44,77
19000,2022-02-28 22:40:49,2022-02-28 22:54:28,77
19001,2022-02-28 22:44:45,2022-02-28 23:05:23,154
19002,2022-03-01 04:54:38,2022-03-01 05:02:34,77
19003,2022-03-01 06:27:26,2022-03-01 06:35:01,77
19004,2022-03-01 07:31:33,2022-03-01 07:41:32,77
19005,2022-03-01 08:28:02,2022-03-01 08:37:36,77
19006,2022-03-01 08:34:50,2022-03-01 08:43:35,77
19007,2022-03-01 08:42:30,2022-03-01 08:53:08,77
19008,2022-03-01 08:44:16,2022-03-01 08:53:04,77
19009,2022-03-01 08:45:59,2022-03-01 09:02:52,154
19010,2022-03-01 09:30:07,2022-03-01 09:42:28,77
19011,2022-03-01 09:30:09,2022-03-01 13:13:27,1155
19012,2022-03-01 10:13:27,2022-03-01 10:35:09,154
19013,2022-03-01 10:15:19,2022-03-01 10:28:46,77
19014,2022-03-01 11:00:00,2022-03-01 11:07:22,77
19015,2022-03-01 11:58:56,2022-03-01 12:11:51,77
19016,2022-03-01 13:41:06,2022-03-01 13:51:17,77
19017,2022-03-01 14:07:11,2022-03-01 16:12:23,693
19018,2022-03-01 14:23:42,2022-03-01 15:18:42,308
19019,2022-03-01 15:24:41,2022-03-01 15:31:57,77
19020,2022-03-01 15:34:30,2022-03-01 16:22:18,308
19021,2022-03-01 15:51:13,2022-03-01 16:33:09,231
19022,2022-03-01 16:12:40,2022-03-01 16:32:16,154
19023,2022-03-01 16:17:03,2022-03-01 16:25:30,77
